orb_version,trading_date,variant,cohort,net_realized_return_pct,gross_realized_return_pct,equity_index
orb_v1.0,2024-08-21,cash,long_only,-2.5950109599999935,-2.4015999999999935,0.9740498904000001
orb_v1.0,2024-08-21,cash,long_plus_short,-2.5950109599999935,-2.4015999999999935,0.9740498904000001
orb_v1.0,2024-08-21,paper,long_only,-0.22154967999998093,0.9364000000000196,0.9977845032000002
orb_v1.0,2024-08-21,paper,long_plus_short,-7.773660019999958,-4.431837142857101,0.9222633998000004
orb_v1.0,2024-08-22,cash,long_only,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-22,cash,long_plus_short,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-22,paper,long_only,-4.756300812245683,-2.9866595714285396,0.950326870769837
orb_v1.0,2024-08-22,paper,long_plus_short,-14.151509682725704,-10.182743171428562,0.7917492054770681
orb_v1.0,2024-08-23,cash,long_only,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-23,cash,long_plus_short,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-23,paper,long_only,17.110881940080034,18.008744400000033,1.1129361796721209
orb_v1.0,2024-08-23,paper,long_plus_short,-11.776962391805752,-8.843187485714326,0.698505199310613
orb_v1.0,2024-08-26,cash,long_only,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-26,cash,long_plus_short,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-26,paper,long_only,-6.46945111485714,-4.551984571428569,1.0409353175886744
orb_v1.0,2024-08-26,paper,long_plus_short,-14.567830327657138,-10.059656799999997,0.5967481470451795
orb_v1.0,2024-08-27,cash,long_only,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-27,cash,long_plus_short,0.0,0.0,0.9740498904000001
orb_v1.0,2024-08-27,paper,long_only,-3.560847256142848,-1.3252169999999905,1.0038692008940961
orb_v1.0,2024-08-27,paper,long_plus_short,-6.07136003054284,-3.471808999999982,0.5605174185624735
orb_v1.0,2024-08-28,cash,long_only,-1.3050436327714283,-0.994981457142857,0.9613381143253178
orb_v1.0,2024-08-28,cash,long_plus_short,-1.3050436327714283,-0.994981457142857,0.9613381143253178
orb_v1.0,2024-08-28,paper,long_only,-5.964779657085709,-4.2050999999999945,0.9439906150154163
orb_v1.0,2024-08-28,paper,long_plus_short,-13.29401724862856,-8.854822285714272,0.4860021362572108
orb_v1.0,2024-08-29,cash,long_only,0.0,0.0,0.9613381143253178
orb_v1.0,2024-08-29,cash,long_plus_short,0.0,0.0,0.9613381143253178
orb_v1.0,2024-08-29,paper,long_only,-20.99746271999998,-18.282399999999978,0.7457765375472557
orb_v1.0,2024-08-29,paper,long_plus_short,-19.523298719999936,-16.61391999999994,0.3911184874101344
orb_v1.0,2024-08-30,cash,long_only,0.0,0.0,0.9613381143253178
orb_v1.0,2024-08-30,cash,long_plus_short,0.0,0.0,0.9613381143253178
orb_v1.0,2024-08-30,paper,long_only,-4.152035582845744,-1.704919371428601,0.7148116303397787
orb_v1.0,2024-08-30,paper,long_plus_short,-12.894892484720009,-9.216691600000008,0.3406841789707344
