orb_version,trading_date,variant,cohort,net_realized_return_pct,gross_realized_return_pct,equity_index
orb_v1.0,2024-09-03,cash,long_only,-2.604496319999999,-2.162399999999999,0.9739550368000001
orb_v1.0,2024-09-03,cash,long_plus_short,-2.604496319999999,-2.162399999999999,0.9739550368000001
orb_v1.0,2024-09-03,paper,long_only,-6.412107886000026,-4.848194000000026,0.9358789211399997
orb_v1.0,2024-09-03,paper,long_plus_short,-8.642695214999998,-3.726202999999998,0.91357304785
orb_v1.0,2024-09-04,cash,long_only,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-04,cash,long_plus_short,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-04,paper,long_only,-6.631339828799976,-4.616571199999975,0.8738176094930994
orb_v1.0,2024-09-04,paper,long_plus_short,-10.689978916799953,-7.627785599999952,0.8159122816452683
orb_v1.0,2024-09-05,cash,long_only,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-05,cash,long_plus_short,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-05,paper,long_only,-1.4350586871428785,-0.9959414285714502,0.8612778139782844
orb_v1.0,2024-09-05,paper,long_plus_short,-5.2676900069143215,-3.6030911428571786,0.7729325519198539
orb_v1.0,2024-09-06,cash,long_only,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-06,cash,long_plus_short,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-06,paper,long_only,-7.355681946057155,-4.943960000000012,0.797924957310088
orb_v1.0,2024-09-06,paper,long_plus_short,-9.096125917200009,-6.216617428571437,0.7026256337421966
orb_v1.0,2024-09-09,cash,long_only,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-09,cash,long_plus_short,0.0,0.0,0.9739550368000001
orb_v1.0,2024-09-09,paper,long_only,2.260747497119974,3.6277015999999738,0.8159640258113714
orb_v1.0,2024-09-09,paper,long_plus_short,0.47622221921139585,2.629683714285681,0.7059716931279518
orb_v1.0,2024-09-10,cash,long_only,-1.6358409600000072,-1.312000000000007,0.9580226813760425
orb_v1.0,2024-09-10,cash,long_plus_short,-1.6358409600000072,-1.312000000000007,0.9580226813760425
orb_v1.0,2024-09-10,paper,long_only,-9.717932880000015,-7.151600000000015,0.7366691894580764
orb_v1.0,2024-09-10,paper,long_plus_short,-18.044155320000016,-13.476600000000015,0.5785850643047104
orb_v1.0,2024-09-11,cash,long_only,8.650835439999998,9.089599999999995,1.0408996470197596
orb_v1.0,2024-09-11,cash,long_plus_short,8.650835439999998,9.089599999999995,1.0408996470197596
orb_v1.0,2024-09-11,paper,long_only,2.439292174999985,4.3842678571428415,0.754638703352163
orb_v1.0,2024-09-11,paper,long_plus_short,-4.335994095954319,-0.5245319428571763,0.5534976500763846
orb_v1.0,2024-09-12,cash,long_only,0.0,0.0,1.0408996470197596
orb_v1.0,2024-09-12,cash,long_plus_short,0.0,0.0,1.0408996470197596
orb_v1.0,2024-09-12,paper,long_only,-7.4331048654399865,-4.987064228571415,0.6985456171768001
orb_v1.0,2024-09-12,paper,long_plus_short,-7.885338739399926,-5.125312028571354,0.5098524854532432
orb_v1.0,2024-09-13,cash,long_only,0.0,0.0,1.0408996470197596
orb_v1.0,2024-09-13,cash,long_plus_short,0.0,0.0,1.0408996470197596
orb_v1.0,2024-09-13,paper,long_only,-11.135430531742902,-6.882644142857187,0.6207595552435428
orb_v1.0,2024-09-13,paper,long_plus_short,-14.100192155720027,-8.618022885714312,0.43796230529362146
