trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,cost_model_id,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_v1.0_net_realized_return_pct,execution_policy_v1.0_cost_bps,execution_policy_v1.0_net_capture_ratio,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct,execution_policy_atr_v1.0_net_realized_return_pct,execution_policy_atr_v1.0_cost_bps,execution_policy_atr_v1.0_net_capture_ratio
2024-05-17,AA,BBG00B3T3HF1,true,10,13,40.150000,40.740000,373479.803333,216102110.693500,7165647106.200000,0.357302,0,0.027028,1,,,,,0.641977,2,,,,,1.469489,1,0.584700,2,66.666667,2,1,1,0.443953,0,82.608696,4,,,,,3.750098,1,1.594022,0,216102110.693500,4,373479.803333,1,19,25.000000,9,18.750000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,40.740000,41.550000,40.660000,41.250000,1.988218,-0.196367,1.251841,2024-05-17T10:30:00-04:00,1.129111,0.159548,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,AAL,BBG005P7Q907,true,16,30,14.790000,14.800000,2196089.360767,432329507.937000,9665864734.500000,0.439257,0,0.000203,0,,,,,16.211025,4,,,,,0.067613,0,-0.046781,0,31.034483,0,1,1,0.217206,0,100.000000,4,,,,,2.960495,1,0.676133,0,432329507.937000,4,2196089.360767,3,17,22.368421,5,10.416667,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,14.850000,14.990000,14.720000,14.740000,0.942761,-0.875421,-0.740741,2024-05-17T11:37:00-04:00,0.606061,0.336700,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,ABR,BBG001SJP3G4,true,14,21,13.810000,13.740000,222089.695733,75461825.515500,2603207676.020000,0.449390,0,,,,,,,,,,,,,-0.506879,0,-0.177764,0,45.000000,0,0,0,0.316817,0,,,,,,,4.883107,2,1.202752,0,75461825.515500,4,222089.695733,0,6,7.894737,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,13.790000,13.950000,13.730000,13.910000,1.160261,-0.435098,0.870196,2024-05-17T15:38:00-04:00,0.797679,0.761421,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,ACB,BBG001SV77D1,false,34,67,7.610000,7.580000,756018.814433,58695463.398000,3615130500.000000,1.073254,1,0.093861,4,-0.002467,0,-0.007444,0,-0.077581,0,5.568826,4,-1.411904,0,-0.394218,0,-0.281365,0,42.424242,0,0,0,0.486861,0,80.487805,4,53.002402,1,51.364132,1,12.283180,4,5.519054,1,58695463.398000,4,756018.814433,2,26,34.210526,9,18.750000,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,7.610000,7.640000,7.180000,7.350000,0.394218,-5.650460,-3.416557,2024-05-17T09:30:00-04:00,0.394218,-1.971091,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,ACHR,BBG00XRTC929,true,10,26,3.810000,3.820200,68240.618133,15550826.155000,1145963063.670000,0.413408,0,,,,,,,,,,,,,0.267717,0,-0.851481,0,44.000000,0,0,0,0.375682,0,,,,,,,6.119235,2,2.099738,0,15550826.155000,2,68240.618133,0,4,5.263158,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,3.800000,3.849900,3.600000,3.700000,1.313158,-5.263158,-2.631579,2024-05-17T09:30:00-04:00,1.313158,-1.447368,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,ACMR,BBG00HPSG942,true,11,27,24.490000,24.620000,881366.775100,34704145.154000,1484284899.550000,3.006521,4,,,,,,,,,,,,,0.530829,0,1.545266,3,23.076923,0,0,0,1.023180,1,,,,,,,6.100245,2,6.614945,2,34704145.154000,3,881366.775100,2,17,22.368421,8,16.666667,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,24.460000,24.970000,23.740100,23.800000,2.085037,-2.943173,-2.698283,2024-05-17T09:37:00-04:00,2.085037,1.410466,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,AFRM,BBG00Y7BP8Z0,true,16,50,31.320000,31.200000,1556569.581033,228923559.890750,9450295537.680000,0.408012,0,,,,,,,,,,,,,-0.383142,0,-0.334838,0,40.816327,0,0,0,0.267723,0,,,,,,,8.007161,3,1.819923,0,228923559.890750,4,1556569.581033,3,10,13.157895,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,31.260000,33.870000,31.250000,33.850000,8.349328,-0.031990,8.285349,2024-05-17T15:59:00-04:00,3.454575,2.047345,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,AG,BBG001SGV444,false,31,46,7.430000,7.730000,1182474.537133,54944996.553500,2131974059.610000,1.998444,3,0.053535,3,0.103041,4,0.069539,3,18.922604,4,8.377992,4,4.310687,4,4.037685,3,1.162874,3,51.111111,1,3,3,0.879229,0,66.666667,3,78.378378,4,78.571429,4,4.895309,2,4.306864,1,54944996.553500,4,1182474.537133,3,56,73.684211,35,72.916667,alpha_v1.1_19m,52.083333,true,QUALIFYING_THRESHOLD,,PASS,false,,7.690000,7.960000,7.400000,7.940000,3.511053,-3.771131,3.250975,2024-05-17T10:54:00-04:00,1.638492,0.260078,false,execution_costs_v1.0,TRAILING_STOP,0.287386,0.037976,1.000000,-0.916497,120.388296,-0.261032,SESSION_END,3.250975,0.429593,7.094696,2.442315,80.866060,0.695607
2024-05-17,AGNC,BBG001T074G2,true,16,26,9.890000,9.888800,405312.924967,109708438.282500,6637236945.510000,0.463732,0,,,,,,,,,,,,,-0.012133,0,0.033989,0,44.000000,0,0,0,0.482638,0,,,,,,,1.318070,0,0.685541,0,109708438.282500,4,405312.924967,1,5,6.578947,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,9.890000,9.910000,9.850000,9.900000,0.202224,-0.404449,0.101112,2024-05-17T09:30:00-04:00,0.202224,-0.010111,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,AI,BBG00Y6G6Y84,true,22,32,26.200000,26.130000,892043.191333,101265239.691500,3140468161.400000,0.438232,0,-0.014757,0,-0.012362,0,0.002286,0,-16.958403,0,-0.640910,0,1.082427,3,-0.267176,0,-0.133749,0,32.258065,0,1,1,0.235290,0,25.000000,0,27.272727,0,49.021526,0,4.123855,2,0.954198,0,101265239.691500,4,892043.191333,2,12,15.789474,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,26.150000,26.655000,26.010000,26.390000,1.931166,-0.535373,0.917782,2024-05-17T12:16:00-04:00,1.032505,0.114723,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,AMC,BBG001SZYYL4,false,60,314,4.640000,4.470000,67960405.586500,525691433.580500,1150517380.480000,1.353347,2,-0.111805,0,0.086677,4,0.055012,3,-4.800090,0,-0.418129,0,-0.248518,0,-3.663793,0,-1.938849,0,36.421725,0,0,0,1.363133,2,29.363208,0,57.125806,2,53.425596,1,23.660714,4,22.629310,4,525691433.580500,4,67960405.586500,4,30,39.473684,11,22.916667,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,4.510000,4.980000,4.320000,4.410000,10.421286,-4.212860,-2.217295,2024-05-17T10:11:00-04:00,5.321508,3.436807,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-17,APLD,BBG001SK4K76,true,15,22,3.660000,3.750000,64505.399367,10620738.421500,389058896.700000,0.918132,0,,,,,,,,,,,,,2.459016,2,-0.473448,0,42.857143,0,0,0,0.577863,0,,,,,,,7.559133,3,4.644809,1,10620738.421500,2,64505.399367,0,8,10.526316,2,4.166667,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,true,5,3.730000,4.200000,3.685000,4.130000,12.600536,-1.206434,10.723861,2024-05-17T11:33:00-04:00,1.340483,0.402145,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
