trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,cost_model_id,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_v1.0_net_realized_return_pct,execution_policy_v1.0_cost_bps,execution_policy_v1.0_net_capture_ratio,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct,execution_policy_atr_v1.0_net_realized_return_pct,execution_policy_atr_v1.0_cost_bps,execution_policy_atr_v1.0_net_capture_ratio
2024-05-31,AA,BBG00B3T3HF1,true,16,21,44.540000,45.230000,788673.271867,221623847.344000,7949138782.320000,0.320917,0,,,,,,,,,,,,,1.549169,1,0.602453,2,55.000000,1,0,0,0.475011,0,,,,,,,3.973379,1,1.638976,0,221623847.344000,4,788673.271867,2,11,14.473684,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,44.760000,45.460000,43.300000,44.290000,1.563896,-3.261841,-1.050045,2024-05-31T09:42:00-04:00,1.563896,-0.180965,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,AAL,BBG005P7Q907,false,52,100,11.440000,11.610000,4651420.003300,455264389.280500,7476503892.000000,1.447300,2,-0.010531,0,0.007558,0,0.016452,1,-0.550408,0,4.072717,4,1.752049,3,1.486014,1,0.720573,2,39.393939,0,2,2,0.496167,0,60.000000,2,61.757790,2,61.835397,2,4.573489,2,1.486014,0,455264389.280500,4,4651420.003300,4,31,40.789474,15,31.250000,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,11.510000,11.570000,11.250000,11.490000,0.521286,-2.258905,-0.173762,2024-05-31T14:30:00-04:00,0.346655,-0.208514,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,ACB,BBG001SV77D1,true,16,31,6.150000,6.279400,145793.228967,26326648.103000,2921557500.000000,0.479759,0,,,,,,,,,,,,,2.104065,2,2.098827,4,43.333333,0,0,0,0.716567,0,,,,,,,8.669106,3,5.689431,1,26326648.103000,3,145793.228967,0,13,17.105263,6,12.500000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,6.250000,6.270000,6.020000,6.180000,0.320000,-3.680000,-1.120000,2024-05-31T09:30:00-04:00,0.320000,-1.200000,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,ACHR,BBG00XRTC929,true,23,46,3.200000,3.279700,173081.572133,17830265.847000,962488662.400000,1.196233,1,-0.024493,0,-0.010419,0,0.034297,2,21.190699,4,3.103714,4,1.642096,3,2.490625,2,1.018314,3,35.555556,0,1,1,0.570745,0,39.595960,0,55.277476,2,65.041001,3,7.212723,3,3.125000,1,17830265.847000,2,173081.572133,0,31,40.789474,20,41.666667,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,3.240000,3.370000,3.200000,3.265000,4.012346,-1.234568,0.771605,2024-05-31T10:11:00-04:00,2.160494,1.388889,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,AFRM,BBG00Y7BP8Z0,true,22,28,29.360000,29.850000,672267.614600,234578335.820500,8858897732.639999,0.223467,0,-0.022403,0,0.019347,1,0.023000,1,-5.039623,0,-1.401357,0,-0.992893,0,1.668937,1,0.215225,0,48.148148,0,0,0,0.462403,0,44.402150,0,50.000000,1,53.994319,1,6.275277,2,2.895095,0,234578335.820500,4,672267.614600,2,13,17.105263,3,6.250000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,29.600000,30.080000,28.750000,29.270000,1.621622,-2.871622,-1.114865,2024-05-31T09:42:00-04:00,1.621622,-0.304054,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,AG,BBG001SGV444,false,34,41,7.220000,7.370000,389729.906867,61015222.476500,2071716380.940000,0.434580,0,0.002369,0,0.019330,1,0.037975,2,0.503877,2,-6.692047,0,-1.532023,0,2.077562,2,0.613487,2,47.500000,0,1,1,0.700853,0,45.454545,0,56.038647,2,66.730402,3,5.074001,2,3.185596,1,61015222.476500,4,389729.906867,1,23,30.263158,10,20.833333,alpha_v1.1_19m,8.333333,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,7.280000,7.445000,7.110000,7.170000,2.266484,-2.335165,-1.510989,2024-05-31T09:47:00-04:00,2.266484,0.961538,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,AGNC,BBG001T074G2,true,21,45,9.590000,9.520000,1522131.749467,96509202.434000,6435905187.809999,1.838133,3,0.006906,0,,,0.009031,0,-16.987756,0,,,-0.448718,0,-0.729927,0,0.269071,1,31.818182,0,0,0,0.776722,0,60.000000,2,,,62.500000,3,1.243110,0,0.938478,0,96509202.434000,4,1522131.749467,3,16,21.052632,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,9.490000,9.600000,9.480000,9.600000,1.159115,-0.105374,1.159115,2024-05-31T15:54:00-04:00,0.632244,0.421496,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,AI,BBG00Y6G6Y84,false,60,117,28.570000,28.850000,7795342.118000,167996897.792500,3424548678.290000,2.023329,4,-0.034409,0,0.008877,0,0.034231,2,2.759967,4,-3.174318,0,0.427787,1,0.980049,0,1.238516,3,43.103448,0,1,1,0.892749,0,41.464340,0,57.424272,2,58.369397,2,4.882744,2,3.878894,1,167996897.792500,4,7795342.118000,4,30,39.473684,15,31.250000,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,28.800000,30.000000,27.570000,29.570000,4.166667,-4.270833,2.673611,2024-05-31T10:42:00-04:00,0.833333,0.555556,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,ALLO,BBG00KHRRDY2,true,27,42,2.460000,2.690000,203402.287167,7356443.700500,413960588.520000,6.732975,4,0.188139,4,0.110612,4,0.036986,2,6.743944,4,7.766796,4,-0.334540,0,9.349593,4,2.417226,4,41.463415,0,2,2,0.509451,0,86.764706,4,88.505747,4,77.258567,4,10.278746,4,4.065041,1,7356443.700500,1,203402.287167,0,50,65.789474,32,66.666667,alpha_v1.1_19m,47.916667,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,2.650000,2.660000,2.435000,2.490000,0.377358,-8.113208,-6.037736,2024-05-31T09:30:00-04:00,0.377358,-5.283019,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-05-31,ALTM,0001977303,true,10,10,4.510000,4.510000,134422.810000,38135154.756000,810943100.000000,1.571807,3,,,,,,,,,,,,,0.000000,0,0.072131,0,11.111111,0,0,0,0.045525,0,,,,,,,5.416535,2,0.221729,0,38135154.756000,3,134422.810000,0,8,10.526316,3,6.250000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,4.500000,4.580000,4.330000,4.440000,1.777778,-3.777778,-1.333333,2024-05-31T09:44:00-04:00,1.777778,-0.555556,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
