orb_version,trading_date,variant,cohort,net_realized_return_pct,gross_realized_return_pct,equity_index
orb_v1.0,2024-05-16,cash,long_only,0.0,0.0,1.0
orb_v1.0,2024-05-16,cash,long_plus_short,0.0,0.0,1.0
orb_v1.0,2024-05-16,paper,long_only,-6.4712085565714155,-3.632288914285702,0.9352879144342858
orb_v1.0,2024-05-16,paper,long_plus_short,-7.602847798571425,-3.8687989142857093,0.9239715220142858
orb_v1.0,2024-05-29,cash,long_only,-1.1756504937142853,-0.9895291428571423,0.9882434950628571
orb_v1.0,2024-05-29,cash,long_plus_short,-1.1756504937142853,-0.9895291428571423,0.9882434950628571
orb_v1.0,2024-05-29,paper,long_only,-3.0555792463542653,-1.987587199999979,0.9067094510271722
orb_v1.0,2024-05-29,paper,long_plus_short,-5.113481246354263,-3.2475871999999772,0.8767244115144311
orb_v1.0,2024-05-30,cash,long_only,0.0,0.0,0.9882434950628571
orb_v1.0,2024-05-30,cash,long_plus_short,0.0,0.0,0.9882434950628571
orb_v1.0,2024-05-30,paper,long_only,-1.4743522234285547,-0.9956622857142691,0.8933413600759162
orb_v1.0,2024-05-30,paper,long_plus_short,-1.4743522234285547,-0.9956622857142691,0.8637984056599273
