orb_version,trading_date,rank,ticker,stable_security_id,relative_volume_open,baseline_sessions_used,direction,selected,selection_status,outside_scout_band,scout_scorable,scout_selected,top_10_mover,opening_volume,opening_volume_baseline,average_daily_volume_14,atr_14_usd,first_candle_open,first_candle_high,first_candle_low,first_candle_close,signal_triggered,paper_long_only_status,paper_long_only_trade_executed,paper_long_only_entry_timestamp,paper_long_only_entry_price,paper_long_only_exit_timestamp,paper_long_only_exit_price,paper_long_only_exit_reason,paper_long_only_position_size_shares,paper_long_only_r_multiple,paper_long_only_mfe_pct,paper_long_only_mae_pct,paper_long_only_gross_realized_return_pct,paper_long_only_gross_realized_pnl_usd,paper_long_only_net_realized_return_pct,paper_long_only_net_realized_pnl_usd,paper_long_short_status,paper_long_short_trade_executed,paper_long_short_entry_timestamp,paper_long_short_entry_price,paper_long_short_exit_timestamp,paper_long_short_exit_price,paper_long_short_exit_reason,paper_long_short_position_size_shares,paper_long_short_r_multiple,paper_long_short_mfe_pct,paper_long_short_mae_pct,paper_long_short_gross_realized_return_pct,paper_long_short_gross_realized_pnl_usd,paper_long_short_net_realized_return_pct,paper_long_short_net_realized_pnl_usd,cash_long_only_status,cash_long_only_trade_executed,cash_long_only_entry_timestamp,cash_long_only_entry_price,cash_long_only_exit_timestamp,cash_long_only_exit_price,cash_long_only_exit_reason,cash_long_only_position_size_shares,cash_long_only_r_multiple,cash_long_only_mfe_pct,cash_long_only_mae_pct,cash_long_only_gross_realized_return_pct,cash_long_only_gross_realized_pnl_usd,cash_long_only_net_realized_return_pct,cash_long_only_net_realized_pnl_usd
orb_v1.0,2024-09-18,1,WSC,BBG00B0FS9V7,42.84314429637682,14,SHORT,True,SELECTED,False,False,False,False,630596.0,14718.714285714286,1329228.9285714286,1.0971428571428576,40.85,41.31,40.5,40.575,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,TRIGGERED,True,2024-09-18T09:44:00-04:00,40.5,2024-09-18T09:44:00-04:00,40.60971428571428,STOP,227,-0.9999999999999727,0.14814814814815375,-0.6172839506172839,-0.2708994708994636,-24.905142857142188,-0.4715802469135729,-43.35472999999933,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,2,LUNR,BBG00ZMYYP19,15.471551247679626,14,LONG,True,SELECTED,True,False,False,False,11819086.0,763923.7857142857,13732833.0,0.5670499999999999,8.38,8.78,7.97,8.5,True,TRIGGERED,True,2024-09-18T10:25:00-04:00,8.78,2024-09-18T10:25:00-04:00,8.722,STOP,440,-1.022837492284628,1.3667425968109548,-0.7972665148063607,-0.6605922551252829,-25.519999999999925,-1.260501138952162,-48.695679999999925,TRIGGERED,True,2024-09-18T10:25:00-04:00,8.78,2024-09-18T10:25:00-04:00,8.722,STOP,440,-1.022837492284628,1.3667425968109548,-0.7972665148063607,-0.6605922551252829,-25.519999999999925,-1.260501138952162,-48.695679999999925,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,3,RELY,BBG012C7JTN6,9.595112764105405,14,SHORT,True,SELECTED,False,False,False,False,216524.0,22566.071428571428,1200496.142857143,0.5268642857142859,14.62,14.69,14.44,14.525,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,TRIGGERED,True,2024-09-18T09:35:00-04:00,14.44,2024-09-18T09:35:00-04:00,14.525,STOP,474,-1.6133186914494264,0.13850415512465078,-0.6232686980609409,-0.5886426592797843,-40.290000000000404,-0.9508518005540226,-65.08162200000041,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,4,BCE,BBG001S5P2C0,8.608763651071863,14,LONG,True,SELECTED,True,False,False,False,456080.0,52978.57142857143,1971839.7857142857,0.5274357142857136,35.27,35.95,35.1,35.61,True,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,5,VFC,BBG001S5X749,6.763557678563312,14,LONG,True,SELECTED,False,False,False,False,882123.0,130422.92857142857,6193566.0,0.7128571428571432,19.35,19.95,19.23,19.375,False,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,
orb_v1.0,2024-09-18,6,TTD,BBG00629NGW8,5.862947127445947,14,LONG,True,SELECTED,True,False,False,False,461723.0,78752.71428571429,2638829.0714285714,3.0653571428571422,106.5,108.93,106.41,108.82,True,TRIGGERED,True,2024-09-18T09:35:00-04:00,108.93,2024-09-18T09:35:00-04:00,108.62346428571429,STOP,81,-1.0000000000000033,0.02001285229045191,-0.7986780501239354,-0.2814061454931747,-24.829392857142935,-0.48127713079172824,-42.46466946428579,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,7,GIS,BBG001S5RKR2,5.035733815858477,14,LONG,True,SELECTED,True,False,False,False,449254.0,89213.21428571429,3616211.214285714,1.2773500000000024,72.25,74.37,72.2,74.1,True,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,8,CBRE,BBG001SC2D27,4.72046783625731,14,SHORT,True,SELECTED,True,False,False,False,145296.0,30780.0,1510096.2142857143,2.213721428571429,118.8,119.3,117.85,118.71,False,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,9,DNA,BBG00YPS1LT7,4.373142919218303,14,SHORT,True,SELECTED,False,False,False,False,192656.0,44054.357142857145,1708076.857142857,0.5655142857142859,6.95,7.08,6.85,6.9,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,TRIGGERED,True,2024-09-18T09:36:00-04:00,6.85,2024-09-18T09:36:00-04:00,6.91,STOP,442,-1.06098115495378,0.25547445255474555,-0.8759124087591315,-0.8759124087591315,-26.52000000000022,-1.4809635036496425,-44.83913200000022,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-09-18,10,ARQT,BBG00QN8K4P1,3.759771709028381,14,SHORT,True,SELECTED,False,False,False,False,124319.0,33065.57142857143,1486116.642857143,0.6836785714285716,10.26,10.28,9.902,10.015,False,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
