orb_version,trading_date,rank,ticker,stable_security_id,relative_volume_open,baseline_sessions_used,direction,selected,selection_status,outside_scout_band,scout_scorable,scout_selected,top_10_mover,opening_volume,opening_volume_baseline,average_daily_volume_14,atr_14_usd,first_candle_open,first_candle_high,first_candle_low,first_candle_close,signal_triggered,paper_long_only_status,paper_long_only_trade_executed,paper_long_only_entry_timestamp,paper_long_only_entry_price,paper_long_only_exit_timestamp,paper_long_only_exit_price,paper_long_only_exit_reason,paper_long_only_position_size_shares,paper_long_only_r_multiple,paper_long_only_mfe_pct,paper_long_only_mae_pct,paper_long_only_gross_realized_return_pct,paper_long_only_gross_realized_pnl_usd,paper_long_only_net_realized_return_pct,paper_long_only_net_realized_pnl_usd,paper_long_short_status,paper_long_short_trade_executed,paper_long_short_entry_timestamp,paper_long_short_entry_price,paper_long_short_exit_timestamp,paper_long_short_exit_price,paper_long_short_exit_reason,paper_long_short_position_size_shares,paper_long_short_r_multiple,paper_long_short_mfe_pct,paper_long_short_mae_pct,paper_long_short_gross_realized_return_pct,paper_long_short_gross_realized_pnl_usd,paper_long_short_net_realized_return_pct,paper_long_short_net_realized_pnl_usd,cash_long_only_status,cash_long_only_trade_executed,cash_long_only_entry_timestamp,cash_long_only_entry_price,cash_long_only_exit_timestamp,cash_long_only_exit_price,cash_long_only_exit_reason,cash_long_only_position_size_shares,cash_long_only_r_multiple,cash_long_only_mfe_pct,cash_long_only_mae_pct,cash_long_only_gross_realized_return_pct,cash_long_only_gross_realized_pnl_usd,cash_long_only_net_realized_return_pct,cash_long_only_net_realized_pnl_usd
orb_v1.0,2024-04-10,1,RVMD,BBG00829F4Q7,10.74077788301422,14,LONG,True,SELECTED,False,False,False,False,123934.0,11538.642857142857,1142516.4285714286,1.403928571428572,33.98,35.0,33.62,34.84,True,TRIGGERED,True,2024-04-10T09:36:00-04:00,35.0,2024-04-10T10:50:00-04:00,34.85960714285714,STOP,178,-0.9999999999999952,7.14285714285714,-0.44285714285714484,-0.40112244897959015,-24.989928571428464,-0.6011956122448963,-37.454486642857034,TRIGGERED,True,2024-04-10T09:36:00-04:00,35.0,2024-04-10T10:50:00-04:00,34.85960714285714,STOP,178,-0.9999999999999952,7.14285714285714,-0.44285714285714484,-0.40112244897959015,-24.989928571428464,-0.6011956122448963,-37.454486642857034,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,2,FND,BBG007GJ2F90,9.81034924044344,14,LONG,True,SELECTED,False,False,False,False,139630.0,14232.92857142857,1104699.857142857,3.9852571428571406,113.55,115.47,112.48,114.555,True,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,3,DAL,BBG001SPT759,8.178265858535532,14,LONG,True,SELECTED,True,False,False,False,2476213.0,302779.71428571426,10203808.642857144,1.2328285714285718,47.85,48.83,47.71,48.77,True,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,4,BMR,0001899005,7.1252439817826945,14,LONG,True,SELECTED,True,False,False,False,150192.0,21078.85714285714,2174285.714285714,0.6694785714285716,7.1,7.3,6.93,7.2899,True,TRIGGERED,True,2024-04-10T09:35:00-04:00,7.3,2024-04-10T09:35:00-04:00,7.233052142857143,STOP,373,-0.9999999999999977,0.40958904109589245,-2.0547945205479423,-0.9170939334637945,-24.971550714285662,-1.516616624266143,-41.295954062142805,TRIGGERED,True,2024-04-10T09:35:00-04:00,7.3,2024-04-10T09:35:00-04:00,7.233052142857143,STOP,373,-0.9999999999999977,0.40958904109589245,-2.0547945205479423,-0.9170939334637945,-24.971550714285662,-1.516616624266143,-41.295954062142805,CASH_EXHAUSTED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,5,TRU,BBG002Q7J607,7.104123242505779,14,SHORT,True,SELECTED,True,False,False,False,107118.0,15078.285714285714,1297314.5,1.913571428571428,76.74,76.74,74.69,75.465,False,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,6,BAM,BBG019Z17GF9,7.001957890477153,14,LONG,True,SELECTED,True,False,False,False,168085.0,24005.428571428572,1095241.357142857,0.9425000000000006,41.14,41.4,41.1,41.21,False,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,
orb_v1.0,2024-04-10,7,DXC,BBG00FN64XV6,6.889379237006513,14,SHORT,True,SELECTED,False,False,False,False,129572.0,18807.5,1602972.2857142857,0.5097142857142859,21.61,21.61,21.265,21.2925,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,8,ADNT,0001670541,6.273998319493123,14,SHORT,True,SELECTED,False,False,False,False,59201.0,9435.92857142857,1071988.7857142857,1.0097428571428575,30.46,30.6,29.82,30.03,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,TRIGGERED,True,2024-04-10T11:48:00-04:00,29.82,2024-04-10T11:55:00-04:00,29.925,STOP,247,-1.0398687077332316,0.16767270288397285,-0.35211267605633945,-0.35211267605633945,-25.935000000000105,-0.5530214621059706,-40.7330170000001,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,9,NVT,0001720635,5.406984894259819,14,SHORT,True,SELECTED,False,False,False,False,111857.0,20687.5,1225449.7142857143,1.7408000000000001,73.25,73.25,72.279,73.21,False,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,NOT_TRIGGERED,False,,,,,NOT_TRIGGERED,,,,,0.0,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
orb_v1.0,2024-04-10,10,EXLS,BBG001SKWX40,5.206833883038288,14,SHORT,True,SELECTED,False,False,False,False,60779.0,11672.92857142857,1159153.357142857,0.8825714285714289,30.16,30.16,29.93,29.93,True,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,,LEVERAGE_CAP_EXCEEDED,False,,,,,,,,,,,,,,SHORT_NOT_ALLOWED,False,,,,,,,,,,,,,
