orb_version,trading_date,variant,cohort,net_realized_return_pct,gross_realized_return_pct,equity_index
orb_v1.0,2024-03-20,cash,long_only,-1.3204233907199967,-0.9996781714285681,0.9867957660928001
orb_v1.0,2024-03-20,cash,long_plus_short,-1.3204233907199967,-0.9996781714285681,0.9867957660928001
orb_v1.0,2024-03-20,paper,long_only,-1.8310151501428384,1.0668015714285901,0.9816898484985717
orb_v1.0,2024-03-20,paper,long_plus_short,-3.363726465942841,-0.40953817142855536,0.9663627353405716
orb_v1.0,2024-03-21,cash,long_only,0.0,0.0,0.9867957660928001
orb_v1.0,2024-03-21,cash,long_plus_short,0.0,0.0,0.9867957660928001
orb_v1.0,2024-03-21,paper,long_only,-9.87176643802292,-6.414697028571494,0.8847797195090116
orb_v1.0,2024-03-21,paper,long_plus_short,-10.37245908802287,-6.257369885714298,0.8661271559754721
orb_v1.0,2024-03-22,cash,long_only,0.3045638399999983,0.4759999999999983,0.9898011891709697
orb_v1.0,2024-03-22,cash,long_plus_short,0.3045638399999983,0.4759999999999983,0.9898011891709697
orb_v1.0,2024-03-22,paper,long_only,-5.951476456159972,-3.515078685714257,0.8321222628135545
orb_v1.0,2024-03-22,paper,long_plus_short,-9.816457563708573,-5.691158142857143,0.7811041512613839
orb_v1.0,2024-03-25,cash,long_only,0.0,0.0,0.9898011891709697
orb_v1.0,2024-03-25,cash,long_plus_short,0.0,0.0,0.9898011891709697
orb_v1.0,2024-03-25,paper,long_only,-6.517049511142892,-5.170157428571462,0.7778924429527526
orb_v1.0,2024-03-25,paper,long_plus_short,-6.738473703428628,-2.4903912000000568,0.7284696534322461
orb_v1.0,2024-03-26,cash,long_only,0.0,0.0,0.9898011891709697
orb_v1.0,2024-03-26,cash,long_plus_short,0.0,0.0,0.9898011891709697
orb_v1.0,2024-03-26,paper,long_only,-8.741238169571432,-6.367149285714289,0.7098950118111549
orb_v1.0,2024-03-26,paper,long_plus_short,-12.324029310931403,-8.44655848571426,0.6386928398220156
orb_v1.0,2024-03-27,cash,long_only,-3.416047524142851,-2.4929567142857083,0.9559891101543583
orb_v1.0,2024-03-27,cash,long_plus_short,-3.416047524142851,-2.4929567142857083,0.9559891101543583
orb_v1.0,2024-03-27,paper,long_only,-8.658065284142838,-6.667356714285695,0.6484318382396717
orb_v1.0,2024-03-27,paper,long_plus_short,-17.409176325828586,-12.721624114285726,0.527501677156959
orb_v1.0,2024-03-28,cash,long_only,0.0,0.0,0.9559891101543583
orb_v1.0,2024-03-28,cash,long_plus_short,0.0,0.0,0.9559891101543583
orb_v1.0,2024-03-28,paper,long_only,-11.902526148000007,-10.946207200000007,0.5712520691412376
orb_v1.0,2024-03-28,paper,long_plus_short,-22.30054302800002,-19.045007200000022,0.40986593866914955
