trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,sector_strength_raw,sector_strength_score,stock_leadership_vs_sector_raw,stock_leadership_vs_sector_score,broad_market_regime_alignment_raw,broad_market_regime_alignment_score,catalyst_quality_raw,catalyst_quality_score,catalyst_verification_confidence_raw,catalyst_verification_confidence_score,catalyst_freshness_relevance_raw,catalyst_freshness_relevance_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,score_pct_reachable,score_pct_fixed120,reachable_metric_count,unavailable_metrics,benchmark_symbol,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,news_article_count,news_fetch_status,admitted_event_count,best_event_type,source_tier,verification_status,freshest_event_age_minutes,sentiment,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,cost_model_id,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_v1.0_net_realized_return_pct,execution_policy_v1.0_cost_bps,execution_policy_v1.0_net_capture_ratio,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct,execution_policy_atr_v1.0_net_realized_return_pct,execution_policy_atr_v1.0_cost_bps,execution_policy_atr_v1.0_net_capture_ratio
2024-03-12,AA,BBG00B3T3HF1,true,22,28,30.490000,30.520000,1269038.809733,163996491.117500,5441608474.920000,0.924252,0,-0.136623,0,-0.077989,0,-0.014997,0,-6.863559,0,-3.425409,0,0.486181,1,0.098393,0,-1.348139,0,44.444444,0,0,0,0.612313,0,0.000000,0,17.340274,0,40.554506,0,-0.354889,0,0.404547,0,0.048735,1,MERGER_ACQUISITION,4,SINGLE_SOURCE,1,,0,4.063393,2,2.394228,0,163996491.117500,4,1269038.809733,3,16,16.000000,16.000000,13.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,1,2.083333,alpha_v1.3_25m,,false,1,AVAILABLE,1,MERGER_ACQUISITION,HIGH_QUALITY_WIRE,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,30.600000,30.750000,29.210000,29.790000,0.490196,-4.542484,-2.647059,2024-03-12T09:30:00-04:00,0.490196,-1.732026,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AAL,BBG005P7Q907,false,57,136,14.650000,14.119900,16899953.485400,443016813.736000,9574369057.500000,7.854399,4,0.028619,4,0.038200,4,0.002101,0,4.762621,4,2.026813,4,-0.796655,0,-3.618430,0,-0.045872,0,35.555556,0,2,2,2.142539,4,65.202262,3,67.025282,3,50.967805,1,-0.219237,0,-3.801580,0,0.402387,2,EARNINGS,4,SINGLE_SOURCE,1,,0,2.902584,1,5.665529,1,443016813.736000,4,16899953.485400,4,50,50.000000,50.000000,41.666667,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,QQQ,26,54.166667,alpha_v1.3_25m,60.416667,false,5,AVAILABLE,4,EARNINGS,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,14.190000,14.380000,13.800000,13.970000,1.338971,-2.748414,-1.550388,2024-03-12T09:34:00-04:00,1.338971,-0.924595,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AAP,BBG001SD2SB2,true,19,32,75.770000,77.000000,2052264.328333,150477988.796000,4506061675.969999,4.839213,4,,,-0.012120,0,,,,,-0.554125,0,,,1.623334,1,0.049588,0,38.709677,0,0,0,0.451603,0,,,22.826087,0,,,0.183902,0,1.390696,0,0.048735,1,,0,UNVERIFIED,0,,0,4.150248,2,1.913686,0,150477988.796000,4,2052264.328333,3,15,15.000000,15.000000,12.500000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,5,10.416667,alpha_v1.3_25m,,false,0,AVAILABLE,0,,,UNVERIFIED,,,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,77.500000,80.250000,77.000000,78.480000,3.548387,-0.645161,1.264516,2024-03-12T09:47:00-04:00,3.548387,2.161290,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,ACAD,BBG001SB06N3,true,28,59,24.130000,19.860000,2696542.767933,47949483.774250,3950777367.670000,178.690062,4,-0.174784,0,-0.049349,0,-0.008389,0,12.162448,4,-4.323997,0,-2.253090,0,-17.695814,0,-1.743720,0,37.931034,0,0,0,1.403702,2,15.217391,0,23.750000,0,45.945946,0,0.496156,0,-18.594357,0,0.402387,2,GUIDANCE,4,SINGLE_SOURCE,1,,0,4.455035,2,5.677580,1,47949483.774250,3,2696542.767933,4,27,27.000000,27.000000,22.500000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,QQQ,10,20.833333,alpha_v1.3_25m,,false,4,AVAILABLE,3,GUIDANCE,HIGH_QUALITY_WIRE,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,19.490000,20.490000,19.109900,19.960000,5.130836,-1.950231,2.411493,2024-03-12T12:26:00-04:00,3.642894,1.641868,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,ACB,BBG001SV77D1,true,12,13,3.020000,3.010000,27220.006133,3971738.238630,1298671740.100000,0.192236,0,,,,,,,,,,,,,-0.331126,0,-0.908876,0,25.000000,0,0,0,0.200302,0,,,,,,,,,,,0.048735,1,,0,UNVERIFIED,0,,0,7.017975,3,1.324503,0,3971738.238630,0,27220.006133,0,4,4.000000,4.000000,3.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,0,0.000000,alpha_v1.3_25m,,false,0,AVAILABLE,0,,,UNVERIFIED,,,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,3.030000,3.030000,2.890000,2.920000,0.000000,-4.620462,-3.630363,2024-03-12T09:30:00-04:00,0.000000,-2.310231,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,ACHR,BBG00XRTC929,true,25,49,4.780000,4.880000,339667.462433,32348747.401000,1415875229.460000,1.040840,1,0.000000,0,-0.008869,0,-0.001277,0,12.655473,4,5.384341,4,1.071743,3,2.092050,2,-0.014350,0,35.416667,0,0,0,0.293069,0,50.000000,1,47.368421,0,48.788409,0,0.134415,0,1.908900,0,0.048735,1,,0,UNVERIFIED,0,,0,6.433204,2,1.673640,0,32348747.401000,3,339667.462433,1,22,22.000000,22.000000,18.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,14,29.166667,alpha_v1.3_25m,,false,0,AVAILABLE,0,,,UNVERIFIED,,,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,4.870000,5.130000,4.770000,5.120000,5.338809,-2.053388,5.133470,2024-03-12T15:41:00-04:00,1.591376,0.924025,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AEHR,BBG001SB1CS4,true,12,14,16.220000,16.250000,221425.406367,20296225.484000,467124856.860000,1.102553,1,-0.179129,0,,,,,-23.505725,0,,,,,0.184957,0,-0.933342,0,23.076923,0,0,0,0.336838,0,0.000000,0,,,,,0.134415,0,0.001807,0,0.048735,1,OTHER,1,SINGLE_SOURCE,1,,0,6.209221,2,2.034525,0,20296225.484000,2,221425.406367,0,8,8.000000,8.000000,6.666667,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,1,2.083333,alpha_v1.3_25m,,false,1,AVAILABLE,1,OTHER,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,16.400000,16.450000,15.170000,15.700000,0.304878,-7.500000,-4.268293,2024-03-12T09:30:00-04:00,0.304878,-2.743902,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AFRM,BBG00Y7BP8Z0,false,43,64,37.210000,37.200000,6385978.395600,323195456.624500,11226388723.400000,1.270208,2,-0.068522,0,-0.075584,0,-0.035097,0,2.814479,4,-0.906802,0,-2.714004,0,-0.026874,0,-1.018888,0,42.857143,0,0,0,0.885365,0,28.915663,0,29.230769,0,45.766156,0,0.362699,0,-0.729896,0,0.340322,2,OTHER,1,SINGLE_SOURCE,1,,0,5.449054,2,4.568664,1,323195456.624500,4,6385978.395600,4,21,21.000000,21.000000,17.500000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,SPY,6,12.500000,alpha_v1.3_25m,,false,1,AVAILABLE,1,OTHER,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,37.410000,37.970000,35.930000,37.520600,1.496926,-3.956161,0.295643,2024-03-12T09:32:00-04:00,1.496926,-2.111735,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AG,BBG001SGV444,true,25,33,5.450000,5.350000,268728.270033,34385207.849000,1563445342.250000,1.090419,1,-0.035615,0,-0.065872,0,-0.010555,0,-24.842578,0,-5.206113,0,0.046304,0,-1.834862,0,-1.147896,0,28.125000,0,0,0,0.770468,0,33.333333,0,25.000000,0,46.770026,0,,,,,0.048735,1,,0,UNVERIFIED,0,,0,4.429489,2,3.473394,1,34385207.849000,3,268728.270033,1,9,9.000000,9.000000,7.500000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,1,2.083333,alpha_v1.3_25m,,false,0,AVAILABLE,0,,,UNVERIFIED,,,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,5.260000,5.400000,5.190000,5.390000,2.661597,-1.330798,2.471483,2024-03-12T15:54:00-04:00,1.425856,0.760456,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-12,AGNC,BBG001T074G2,true,19,35,9.820000,9.830000,543127.513467,105577245.230000,6363360000.000000,0.505572,0,,,-0.024112,0,,,,,-9.132577,0,,,0.101833,0,-0.284218,0,32.352941,0,0,0,0.520021,0,,,33.624454,0,,,0.300634,0,-0.601188,0,0.402387,2,OTHER,1,SINGLE_SOURCE,1,,0,1.487344,0,0.814664,0,105577245.230000,4,543127.513467,2,10,10.000000,10.000000,8.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,QQQ,0,0.000000,alpha_v1.3_25m,,false,1,AVAILABLE,1,OTHER,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,9.850000,9.850000,9.770000,9.845000,0.000000,-0.812183,-0.050761,2024-03-12T09:30:00-04:00,0.000000,-0.304569,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
