trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct
2024-04-19,AAL,BBG005P7Q907,false,34,113,14.020000,13.970000,3599013.939733,439679497.321500,9162638511.000000,1.303262,2,0.010230,0,0.006249,0,-0.001753,0,6.233405,4,-2.879636,0,-2.348240,0,-0.356633,0,0.529656,2,36.607143,0,1,1,2.182749,4,66.666667,3,54.557885,1,52.503756,1,3.752038,1,6.276748,2,439679497.321500,4,3599013.939733,4,29,38.157895,13,27.083333,alpha_v1.1_19m,27.083333,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,13.880000,14.275000,13.860000,14.100000,2.845821,-0.144092,1.585014,2024-04-19T11:10:00-04:00,2.773775,2.377522,false,,0.000000,,,,,,
2024-04-19,ACB,BBG001SV77D1,true,19,50,6.535000,6.400000,348420.037500,93119713.834500,3104451750.000000,0.219537,0,,,,,,,,,,,,,-2.065800,0,-0.126066,0,42.857143,0,0,0,0.416019,0,,,,,,,18.066455,4,7.345065,2,93119713.834500,4,348420.037500,1,11,14.473684,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,6.280000,6.775000,6.280000,6.455000,7.882166,0.000000,2.786624,2024-04-19T09:55:00-04:00,7.882166,7.006369,false,,0.000000,,,,,,
2024-04-19,ACHR,BBG00XRTC929,true,18,38,3.780000,3.760000,134609.526300,18203422.753000,1136939732.460000,0.682856,0,,,,,,,,,,,,,-0.529101,0,-1.361454,0,29.729730,0,0,0,1.230820,1,,,,,,,5.139834,2,5.555556,1,18203422.753000,2,134609.526300,0,6,7.894737,1,2.083333,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,3.730000,3.790000,3.630000,3.655000,1.608579,-2.680965,-2.010724,2024-04-19T09:46:00-04:00,1.608579,0.402145,false,,0.000000,,,,,,
2024-04-19,AFRM,BBG00Y7BP8Z0,true,17,32,31.150000,30.930000,606570.879600,175839835.101000,9399000830.100000,0.285659,0,,,,,,,,,,,,,-0.706260,0,-0.173808,0,45.161290,0,0,0,0.537823,0,,,,,,,5.783582,2,2.728732,0,175839835.101000,4,606570.879600,2,8,10.526316,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,30.800000,31.920000,30.540000,31.000000,3.636364,-0.844156,0.649351,2024-04-19T10:07:00-04:00,3.376623,2.954545,false,,0.000000,,,,,,
2024-04-19,AG,BBG001SGV444,true,14,30,6.770000,6.750000,508761.388467,88114815.492500,1942592783.790000,0.498900,0,-0.042961,0,,,,,-9.638822,0,,,,,-0.295421,0,-0.237565,0,37.931034,0,0,0,0.650298,0,17.898194,0,,,,,8.333193,3,4.283604,1,88114815.492500,4,508761.388467,2,10,13.157895,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,6.740000,6.990000,6.720000,6.730000,3.709199,-0.296736,-0.148368,2024-04-19T10:31:00-04:00,2.967359,2.002967,false,,0.000000,,,,,,
2024-04-19,AGNC,BBG001T074G2,true,17,41,9.060000,9.060000,325074.904333,96765063.595000,6080219082.540000,0.308829,0,-0.007567,0,-0.008291,0,,,9.390918,4,4.027944,4,,,0.000000,0,-0.022944,0,45.000000,0,0,0,0.661119,0,50.000000,1,39.035770,0,,,1.931646,0,1.067329,0,96765063.595000,4,325074.904333,1,14,18.421053,8,16.666667,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,9.070000,9.200000,9.060000,9.150000,1.433297,-0.110254,0.882029,2024-04-19T11:29:00-04:00,0.771775,0.691290,false,,0.000000,,,,,,
2024-04-19,AI,BBG00Y6G6Y84,true,25,54,20.870000,20.610000,1385078.076467,113859769.436500,2466870814.680000,0.853550,0,-0.049280,0,,,-0.015750,0,-2.497706,0,,,-0.063206,0,-1.245807,0,-0.638616,0,45.283019,0,0,0,1.110697,1,23.076923,0,,,40.950657,0,4.710589,2,4.168663,1,113859769.436500,4,1385078.076467,3,11,14.473684,1,2.083333,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,20.580000,21.350000,20.538700,20.720000,3.741497,-0.200680,0.680272,2024-04-19T10:01:00-04:00,3.005345,2.575316,false,,0.000000,,,,,,
2024-04-19,ALT,BBG001SNS461,true,10,18,6.890000,6.900000,59182.058000,32400510.036750,370191921.190000,0.054697,0,,,,,,,,,,,,,0.145138,0,-0.351049,0,23.529412,0,0,0,0.176656,0,,,,,,,9.369169,3,1.451379,0,32400510.036750,3,59182.058000,0,6,7.894737,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,6.850000,7.010000,6.640000,6.920000,2.335766,-3.065693,1.021898,2024-04-19T09:55:00-04:00,2.335766,1.167883,false,,0.000000,,,,,,
2024-04-19,AMC,BBG001SZYYL4,false,49,116,2.920000,2.899800,1146896.089267,58202711.804500,579202142.160000,0.715323,0,0.017226,1,0.014348,0,0.016622,1,6.710176,4,4.231522,4,0.559314,2,-0.691781,0,0.643049,2,33.043478,0,3,3,0.644671,0,59.877800,2,53.786708,1,58.225739,2,7.937867,3,4.452055,1,58202711.804500,4,1146896.089267,3,33,43.421053,17,35.416667,alpha_v1.1_19m,35.416667,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,true,2,2.890000,3.300000,2.830000,3.165000,14.186851,-2.076125,9.515571,2024-04-19T12:52:00-04:00,6.574394,5.882353,false,,0.000000,,,,,,
2024-04-19,AQST,BBG00L9HP1R7,true,13,25,4.500000,4.400000,109778.217733,11856963.007500,300452773.500000,1.373560,2,,,,,,,,,,,,,-2.222222,0,0.618868,2,45.833333,0,0,0,0.458689,0,,,,,,,6.881270,2,3.333333,1,11856963.007500,2,109778.217733,0,9,11.842105,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,4.380000,4.540000,4.050000,4.100000,3.652968,-7.534247,-6.392694,2024-04-19T10:03:00-04:00,2.397260,2.397260,false,,0.000000,,,,,,
2024-04-19,ARDX,BBG001WH4F33,true,11,12,6.440000,6.440000,45922.901267,37085897.128000,1494966845.960000,0.297361,0,,,,,,,,,,,,,0.000000,0,0.197938,0,54.545455,1,0,0,0.091704,0,,,,,,,6.089175,2,0.465839,0,37085897.128000,3,45922.901267,0,6,7.894737,1,2.083333,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,6.390000,6.560000,6.270000,6.500000,2.660407,-1.877934,1.721440,2024-04-19T09:49:00-04:00,2.660407,1.330203,false,,0.000000,,,,,,
2024-04-19,BENF,BBG00KFV0B50,true,11,16,4.550000,4.420000,24350.520000,1733052.029970,1257392659.250000,0.001612,0,,,,,,,,,,,,,-2.857143,0,-0.747253,0,33.333333,0,0,0,0.232268,0,,,,,,,8.698823,3,5.274725,1,1733052.029970,0,24350.520000,0,4,5.263158,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,4.320000,4.400000,3.890000,3.999400,1.851852,-9.953704,-7.421296,2024-04-19T09:43:00-04:00,1.851852,-2.546296,false,,0.000000,,,,,,
2024-04-19,BITF,BBG00PGMZVM7,false,37,98,1.890000,1.960000,598545.590067,44955882.737250,524822760.000000,1.105116,1,-0.108325,0,-0.046770,0,-0.007579,0,0.307109,1,-6.181321,0,2.336379,4,3.703704,2,-0.608881,0,35.051546,0,0,0,0.986928,0,40.000000,0,35.775249,0,47.379455,0,7.086168,3,6.878307,2,44955882.737250,3,598545.590067,2,18,23.684211,8,16.666667,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,1.950000,1.970000,1.860000,1.910000,1.025641,-4.615385,-2.051282,2024-04-19T11:59:00-04:00,0.000000,-2.307692,false,,0.000000,,,,,,
2024-04-19,BTG,BBG001T0CNW6,true,10,27,2.610000,2.620200,103521.001133,43770211.109500,3394367248.500000,0.361184,0,,,,,,,,,,,,,0.390805,0,-0.482972,0,23.076923,0,0,0,0.367456,0,,,,,,,4.939792,2,1.532567,0,43770211.109500,3,103521.001133,0,5,6.578947,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,2.630000,2.650000,2.590000,2.600000,0.760456,-1.520913,-1.140684,2024-04-19T09:35:00-04:00,0.760456,0.190114,false,,0.000000,,,,,,
2024-04-19,CGC,BBG001T6MH82,false,35,115,7.830000,7.610000,1906367.566033,226935086.098000,6491725112.610000,0.354023,0,-0.023838,0,-0.035935,0,-0.018286,0,19.251853,4,10.673914,4,-0.009355,0,-2.809706,0,-1.203642,0,33.333333,0,0,0,0.492000,0,50.000000,1,42.105263,0,49.822351,0,17.813538,4,9.706258,2,226935086.098000,4,1906367.566033,3,22,28.947368,8,16.666667,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,true,7,7.450000,8.330000,7.450000,7.945000,11.812081,0.000000,6.644295,2024-04-19T09:55:00-04:00,11.812081,11.140940,false,,0.000000,,,,,,
