orb_version,trading_date,variant,cohort,net_realized_return_pct,gross_realized_return_pct,equity_index
orb_v1.0,2024-04-01,cash,long_only,0.0,0.0,1.0
orb_v1.0,2024-04-01,cash,long_plus_short,0.0,0.0,1.0
orb_v1.0,2024-04-01,paper,long_only,-5.754860901342867,-4.120524314285723,0.9424513909865714
orb_v1.0,2024-04-01,paper,long_plus_short,-7.1631142808000385,-4.678978400000038,0.9283688571919996
orb_v1.0,2024-04-02,cash,long_only,-1.210904743457147,-0.9998340857142898,0.9878909525654286
orb_v1.0,2024-04-02,cash,long_plus_short,-1.210904743457147,-0.9998340857142898,0.9878909525654286
orb_v1.0,2024-04-02,paper,long_only,-4.787398343457108,-3.52703408571425,0.8973324887065918
orb_v1.0,2024-04-02,paper,long_plus_short,-9.496177520657156,-6.404554142857158,0.8402093024665511
orb_v1.0,2024-04-03,cash,long_only,-1.5479431199999933,-1.0151999999999934,0.9725989625320897
orb_v1.0,2024-04-03,cash,long_plus_short,-1.5479431199999933,-1.0151999999999934,0.9725989625320897
orb_v1.0,2024-04-03,paper,long_only,-7.100156182879943,-4.8037132571428005,0.8336204805287002
orb_v1.0,2024-04-03,paper,long_plus_short,2.937342097977186,5.599460171428615,0.8648891240190215
orb_v1.0,2024-04-04,cash,long_only,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-04,cash,long_plus_short,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-04,paper,long_only,-18.89022864832568,-14.507712771428539,0.6761476656975575
orb_v1.0,2024-04-04,paper,long_plus_short,-25.944247732839965,-19.045140485714253,0.640500147069137
orb_v1.0,2024-04-05,cash,long_only,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-05,cash,long_plus_short,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-05,paper,long_only,0.4883124544285593,2.2197592857142743,0.6794493789594865
orb_v1.0,2024-04-05,paper,long_plus_short,0.4883124544285593,2.2197592857142743,0.6436277890579089
orb_v1.0,2024-04-08,cash,long_only,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-08,cash,long_plus_short,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-08,paper,long_only,-3.5089876319999735,-1.9974230857142596,0.6556075842860976
orb_v1.0,2024-04-08,paper,long_plus_short,26.07531300367433,28.470416885714332,0.8114557496333874
orb_v1.0,2024-04-09,cash,long_only,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-09,cash,long_plus_short,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-09,paper,long_only,-8.05553115113719,-4.517029685714334,0.602794911104713
orb_v1.0,2024-04-09,paper,long_plus_short,-8.05553115113719,-4.517029685714334,0.746088678943976
orb_v1.0,2024-04-10,cash,long_only,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-10,cash,long_plus_short,0.0,0.0,0.9725989625320897
orb_v1.0,2024-04-10,paper,long_only,-6.279502188200022,-4.110630600000022,0.5649423914715341
orb_v1.0,2024-04-10,paper,long_plus_short,-7.9088228682000254,-5.148030600000026,0.6870818468866033
orb_v1.0,2024-04-11,cash,long_only,-1.3385795524000033,-0.999189200000003,0.9595799516927805
orb_v1.0,2024-04-11,cash,long_plus_short,-1.3385795524000033,-0.999189200000003,0.9595799516927805
orb_v1.0,2024-04-11,paper,long_only,-3.7461989523999657,-2.0625891999999655,0.5437785255205642
orb_v1.0,2024-04-11,paper,long_plus_short,-5.45208365800002,-2.85104840000002,0.6496215697954142
orb_v1.0,2024-04-12,cash,long_only,0.0,0.0,0.9595799516927805
orb_v1.0,2024-04-12,cash,long_plus_short,0.0,0.0,0.9595799516927805
orb_v1.0,2024-04-12,paper,long_only,-1.3777012145744025,-0.9995493634285744,0.5362868821698726
orb_v1.0,2024-04-12,paper,long_plus_short,-3.457996249654389,0.02172700800001138,0.6271576802749428
orb_v1.0,2024-04-15,cash,long_only,-2.506669479999998,-1.9696399999999978,0.9355264539074989
orb_v1.0,2024-04-15,cash,long_plus_short,-2.506669479999998,-1.9696399999999978,0.9355264539074989
orb_v1.0,2024-04-15,paper,long_only,-9.419339337599975,-6.52346514285712,0.4857722009152574
orb_v1.0,2024-04-15,paper,long_plus_short,-2.032181457171685,1.6674057300000293,0.6144126981891673
