trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,sector_strength_raw,sector_strength_score,stock_leadership_vs_sector_raw,stock_leadership_vs_sector_score,broad_market_regime_alignment_raw,broad_market_regime_alignment_score,catalyst_quality_raw,catalyst_quality_score,catalyst_verification_confidence_raw,catalyst_verification_confidence_score,catalyst_freshness_relevance_raw,catalyst_freshness_relevance_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,score_pct_reachable,score_pct_fixed120,reachable_metric_count,unavailable_metrics,benchmark_symbol,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,news_article_count,news_fetch_status,admitted_event_count,best_event_type,source_tier,verification_status,freshest_event_age_minutes,sentiment,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,cost_model_id,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_v1.0_net_realized_return_pct,execution_policy_v1.0_cost_bps,execution_policy_v1.0_net_capture_ratio,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct,execution_policy_atr_v1.0_net_realized_return_pct,execution_policy_atr_v1.0_cost_bps,execution_policy_atr_v1.0_net_capture_ratio
2024-03-14,AAL,BBG005P7Q907,true,25,47,14.000000,13.980000,878638.324333,449029448.334000,9149567700.000000,0.319468,0,,,,,-0.006173,0,,,,,-1.108036,0,-0.142857,0,-0.306550,0,36.956522,0,0,0,0.289147,0,,,,,39.943685,0,0.300622,0,-0.654723,0,0.211244,1,EARNINGS,4,SINGLE_SOURCE,1,,0,3.233776,1,0.780714,0,449029448.334000,4,878638.324333,2,13,13.000000,13.000000,10.833333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,QQQ,0,0.000000,alpha_v1.3_25m,,false,9,AVAILABLE,9,EARNINGS,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,13.960000,14.030000,13.780000,13.985000,0.501433,-1.289398,0.179083,2024-03-14T13:43:00-04:00,0.071633,-0.752149,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AAOI,BBG001SG47G4,true,21,56,13.980000,12.950000,691689.533933,68503877.415500,466128513.480000,0.518364,0,0.036636,2,,,-0.006180,0,-5.769352,0,,,0.869034,2,-7.367668,0,-0.376915,0,30.909091,0,0,0,0.563829,0,73.684211,4,,,46.396984,0,0.391983,0,-7.536035,0,-0.223616,0,GUIDANCE,4,SINGLE_SOURCE,1,,0,12.656295,4,5.150215,1,68503877.415500,4,691689.533933,2,24,24.000000,24.000000,20.000000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,4,8.333333,alpha_v1.3_25m,,false,1,AVAILABLE,1,GUIDANCE,HIGH_QUALITY_WIRE,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,13.550000,13.660000,12.800000,12.900000,0.811808,-5.535055,-4.797048,2024-03-14T09:30:00-04:00,0.811808,0.036900,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,ACHR,BBG00XRTC929,true,23,39,5.140000,5.120000,263491.520000,34429167.994500,1522510183.980000,0.785406,0,-0.040537,0,-0.034957,0,-0.025493,0,4.985724,4,2.045133,4,1.168528,3,-0.389105,0,-1.043829,0,23.684211,0,0,0,0.380088,0,40.000000,0,28.571429,0,38.709677,0,0.735482,1,-0.900971,0,-0.223616,0,OTHER,1,SINGLE_SOURCE,1,,0,6.496804,2,2.334630,0,34429167.994500,3,263491.520000,1,20,20.000000,20.000000,16.666667,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,11,22.916667,alpha_v1.3_25m,,false,1,AVAILABLE,1,OTHER,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,5.060000,5.240000,4.830000,4.885000,3.557312,-4.545455,-3.458498,2024-03-14T09:33:00-04:00,3.557312,-1.877470,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AFRM,BBG00Y7BP8Z0,false,31,57,38.790000,38.850000,3949959.155233,282880663.992500,11703080316.600000,0.920224,0,,,-0.020869,0,-0.019510,0,,,-0.803996,0,-2.932353,0,0.154679,0,-0.059063,0,46.428571,0,0,0,0.569592,0,,,47.216380,0,46.026159,0,-0.331249,0,0.290180,0,0.195748,1,OTHER,1,SINGLE_SOURCE,1,,0,5.387305,2,2.851250,0,282880663.992500,4,3949959.155233,4,13,13.000000,13.000000,10.833333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,SPY,0,0.000000,alpha_v1.3_25m,,false,3,AVAILABLE,3,OTHER,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,38.100000,38.570000,32.870000,33.420000,1.233596,-13.727034,-12.283465,2024-03-14T09:30:00-04:00,1.233596,-6.988189,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AG,BBG001SGV444,true,14,22,5.480000,5.440000,263123.130000,35808590.769500,1572051463.400000,1.234028,1,-0.037524,0,-0.026480,0,,,-4.823245,0,-9.982003,0,,,-0.729927,0,-0.730278,0,28.571429,0,0,0,0.413857,0,44.456763,0,40.019960,0,,,,,,,-0.223616,0,,0,UNVERIFIED,0,,0,4.587852,2,1.824818,0,35808590.769500,3,263123.130000,1,7,7.000000,7.000000,5.833333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,1,2.083333,alpha_v1.3_25m,,false,0,AVAILABLE,0,,,UNVERIFIED,,,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,5.420000,5.469100,5.334300,5.410000,0.905904,-1.581181,-0.184502,2024-03-14T10:05:00-04:00,0.830258,0.236162,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AGNC,BBG001T074G2,true,15,38,9.860000,9.859900,434294.389300,98907435.105500,6389280000.000000,0.481828,0,,,,,,,,,,,,,-0.001014,0,-0.123803,0,27.027027,0,0,0,0.564148,0,,,,,,,-0.346745,0,0.134487,0,0.211244,1,OFFERING_DILUTION,0,SINGLE_SOURCE,1,,0,1.419806,0,0.811359,0,98907435.105500,4,434294.389300,1,7,7.000000,7.000000,5.833333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,QQQ,0,0.000000,alpha_v1.3_25m,,false,3,AVAILABLE,3,OFFERING_DILUTION,OTHER,SINGLE_SOURCE,,NEGATIVE,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,9.830000,9.860000,9.590000,9.625000,0.305188,-2.441506,-2.085453,2024-03-14T09:42:00-04:00,0.305188,-0.864700,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AI,BBG00Y6G6Y84,false,32,78,30.370000,30.200000,3259065.084400,369088510.187000,3589787572.680000,0.351684,0,-0.061743,0,-0.025847,0,-0.013796,0,0.368788,1,2.173802,4,-0.484951,0,-0.559763,0,-1.276050,0,37.662338,0,0,0,0.498631,0,21.932179,0,30.942970,0,34.650294,0,0.648779,1,-0.984926,0,-0.223616,0,EARNINGS,4,SINGLE_SOURCE,1,,0,8.352956,3,2.963451,0,369088510.187000,4,3259065.084400,4,22,22.000000,22.000000,18.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,5,10.416667,alpha_v1.3_25m,,false,5,AVAILABLE,5,EARNINGS,HIGH_QUALITY_WIRE,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,30.000000,30.300000,28.660000,29.100000,1.000000,-4.466667,-3.000000,2024-03-14T09:31:00-04:00,1.000000,-1.250000,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,ALB,BBG001S7SBP9,true,19,35,125.790000,122.990000,2869782.747600,598822335.143000,14761050827.250000,0.470199,0,,,,,,,,,,,,,-2.225932,0,-0.211988,0,23.529412,0,0,0,0.611486,0,,,,,,,0.468704,0,-2.890384,0,0.195748,1,ANALYST_ACTION,2,SINGLE_SOURCE,1,,0,6.628519,2,3.338898,1,598822335.143000,4,2869782.747600,4,15,15.000000,15.000000,12.500000,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,SPY,0,0.000000,alpha_v1.3_25m,,false,3,AVAILABLE,3,ANALYST_ACTION,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,122.500000,123.250000,119.130400,119.860000,0.612245,-2.750694,-2.155102,2024-03-14T11:58:00-04:00,0.367265,-2.130612,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,AMC,BBG001SZYYL4,true,26,65,4.360000,4.370000,341877.533133,63049856.587500,864836075.280000,0.288408,0,-0.004880,0,-0.015962,0,0.001281,0,-2.846244,0,-1.191441,0,0.792717,2,0.229358,0,-0.241389,0,20.312500,0,1,1,0.165771,0,50.000000,1,25.000000,0,50.000000,1,,,,,-0.223616,0,ANALYST_ACTION,2,SINGLE_SOURCE,1,,0,7.616972,3,1.146789,0,63049856.587500,4,341877.533133,1,16,16.000000,16.000000,13.333333,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,3,6.250000,alpha_v1.3_25m,,false,3,AVAILABLE,3,ANALYST_ACTION,HIGH_QUALITY_WIRE,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,4.370000,4.380000,4.170000,4.260000,0.228833,-4.576659,-2.517162,2024-03-14T09:41:00-04:00,0.228833,-1.945080,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
2024-03-14,ANNX,BBG007QVDFH1,false,34,51,5.770000,6.480000,582889.711200,7392627.814000,307188943.450000,18.016616,4,0.023458,1,-0.097715,0,-0.014927,0,-19.138727,0,-3.888538,0,-0.351300,0,12.305026,4,0.530153,2,46.000000,0,0,0,0.959527,0,57.692308,2,43.581115,0,51.093613,1,0.888068,1,11.640574,3,-0.223616,0,EARNINGS,4,SINGLE_SOURCE,1,,0,10.488611,4,9.705373,2,7392627.814000,1,582889.711200,2,32,32.000000,32.000000,26.666667,25,call_options_confirmation|analyst_revision_strength|positive_social_attention_acceleration|spread_quality|order_book_depth_quality,IWM,11,22.916667,alpha_v1.3_25m,,false,2,AVAILABLE,2,EARNINGS,OTHER,SINGLE_SOURCE,,UNKNOWN,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,6.450000,6.527900,5.440000,5.600000,1.207752,-15.658915,-13.178295,2024-03-14T09:36:00-04:00,1.207752,-6.200000,false,execution_costs_v1.0,,0.000000,,,0.000000,0.000000,,,,,,,,
