trading_date,ticker,stable_security_id,premarket_real_bars_60m,scorable,open_0930,close,day_mfe_pct,close_vs_open_pct,top_10_mover,realized_return_pct
2024-04-30,AA,BBG00B3T3HF1,22,true,36.760000,35.120000,0.435256,-4.461371,false,0.000000
2024-04-30,AAL,BBG005P7Q907,36,true,13.850000,13.500000,0.577617,-2.527076,false,0.000000
2024-04-30,AAOI,BBG001SG47G4,2,false,10.170000,9.850000,1.278269,-3.146509,false,0.000000
2024-04-30,AAON,BBG001S6CZK0,0,false,93.800000,94.090000,1.599147,0.309168,false,0.000000
2024-04-30,AAP,BBG001SD2SB2,0,false,74.740000,72.960000,1.632325,-2.381590,false,0.000000
2024-04-30,AAT,BBG001TCBJS5,0,false,21.500000,21.350000,0.883721,-0.697674,false,0.000000
2024-04-30,AB,BBG001S5N9S0,1,false,34.000000,33.460000,0.529412,-1.588235,false,0.000000
2024-04-30,ABCB,BBG001S80PX7,0,false,48.120000,47.480000,0.062344,-1.330008,false,0.000000
2024-04-30,ABCL,BBG00LLW2MH0,1,false,3.820000,3.770000,4.712042,-1.308901,false,0.000000
2024-04-30,ABG,BBG001S9B5H5,0,false,215.670000,210.230000,0.278203,-2.522372,false,0.000000
2024-04-30,ABL,BBG00VY1KBC1,0,false,11.860000,11.960000,1.602024,0.843170,false,0.000000
2024-04-30,ABM,BBG001S5N9B8,0,false,44.110000,43.700000,0.226706,-0.929494,false,0.000000
2024-04-30,ABR,BBG001SJP3G4,6,false,12.880000,12.825000,0.931677,-0.427019,false,0.000000
2024-04-30,ABSI,BBG011N54DC3,0,false,4.710000,4.760000,2.335456,1.061571,false,0.000000
2024-04-30,ABUS,BBG001S6RSK0,1,false,2.770000,2.730000,0.902527,-1.444043,false,0.000000
2024-04-30,AC,BBG008NZ8QB1,0,false,32.150000,32.450000,0.933126,0.933126,false,0.000000
2024-04-30,ACA,BBG00JGMWGB9,0,false,77.610000,76.010000,0.360778,-2.061590,false,0.000000
2024-04-30,ACAD,BBG001SB06N3,0,false,16.770000,16.700000,2.385212,-0.417412,false,0.000000
2024-04-30,ACB,BBG001SV77D1,32,true,6.320000,9.210000,47.943038,45.727848,true,0.000000
2024-04-30,ACCD,BBG00S2L1ZR1,0,false,8.100000,7.640000,1.728395,-5.679012,false,0.000000
2024-04-30,ACCO,BBG001SPBTK3,0,false,4.890000,4.825000,0.000000,-1.329243,false,0.000000
2024-04-30,ACDC,BBG013PRYQC7,0,false,7.870000,7.260000,0.254130,-7.750953,false,0.000000
2024-04-30,ACEL,BBG00GX221Z0,0,false,11.030000,10.750000,0.000000,-2.538531,false,0.000000
2024-04-30,ACGLN,0000947484,0,false,19.490000,19.290000,0.000000,-1.026167,false,0.000000
2024-04-30,ACHC,BBG001SNNWL7,0,false,74.930000,73.950000,0.000000,-1.307887,false,0.000000
2024-04-30,ACHR,BBG00XRTC929,7,false,4.010000,3.880000,0.997506,-3.241895,false,0.000000
2024-04-30,ACI,BBG009KG1741,1,false,20.260000,20.400000,0.839092,0.691017,false,0.000000
2024-04-30,ACIC,BBG001T09W05,0,false,10.500000,10.480000,1.190476,-0.190476,false,0.000000
2024-04-30,ACIW,BBG001S9KLL5,3,false,33.980000,34.080000,7.033549,0.294291,false,0.000000
2024-04-30,ACLS,BBG001SF8W86,0,false,103.690000,103.260000,2.612209,-0.414698,false,0.000000
2024-04-30,ACLX,BBG00QHJM4W4,0,false,50.620000,50.020000,1.926116,-1.185302,false,0.000000
2024-04-30,ACM,BBG001SKTTF1,0,false,93.470000,92.340000,0.930780,-1.208944,false,0.000000
2024-04-30,ACMR,BBG00HPSG942,1,false,26.500000,25.500000,0.603774,-3.773585,false,0.000000
2024-04-30,ACRE,BBG0022MMR46,1,false,6.930000,6.790000,0.431457,-2.020202,false,0.000000
2024-04-30,ACT,BBG00WSNP4S2,0,false,29.880000,29.730000,0.200803,-0.502008,false,0.000000
2024-04-30,ACTG,BBG001SJLJT9,1,false,4.900000,4.880000,0.000000,-0.408163,false,0.000000
2024-04-30,ACVA,BBG00G5JGQ75,0,false,17.710000,17.455000,0.846979,-1.439864,false,0.000000
2024-04-30,ADC,BBG001S6RY81,0,false,57.380000,57.220000,0.453120,-0.278843,false,0.000000
2024-04-30,ADCT,0001771910,2,false,4.470000,4.390000,2.460850,-1.789709,false,0.000000
2024-04-30,ADEA,BBG00RBFBL78,0,false,10.360000,9.830000,0.000000,-5.115830,false,0.000000
2024-04-30,ADMA,BBG002NCK5N4,3,false,6.510000,6.520000,2.611367,0.153610,false,0.000000
2024-04-30,ADNT,0001670541,0,false,30.150000,29.850000,0.580431,-0.995025,false,0.000000
2024-04-30,ADPT,BBG001V0GG18,2,false,2.730000,2.620000,2.564103,-4.029304,false,0.000000
2024-04-30,ADSE,0001879248,0,false,10.870000,10.800000,0.275989,-0.643974,false,0.000000
2024-04-30,ADT,BBG001S6VGG6,2,false,6.510000,6.500000,0.844854,-0.153610,false,0.000000
2024-04-30,ADTN,BBG0169CH7Y8,0,false,4.470000,4.380000,0.671141,-2.013423,false,0.000000
2024-04-30,ADUS,BBG001T56D18,0,false,93.830000,96.160000,2.834914,2.483214,false,0.000000
2024-04-30,ADV,BBG00PPWZ8G3,0,false,4.250000,4.270000,1.411765,0.470588,false,0.000000
2024-04-30,ADVM,BBG006D9MR26,0,false,10.060000,9.710000,9.145129,-3.479125,false,0.000000
2024-04-30,AEG,BBG001S6Y6M8,0,false,6.230000,6.160000,0.642055,-1.123596,false,0.000000
2024-04-30,AEHR,BBG001SB1CS4,0,false,11.920000,11.980000,4.530201,0.503356,false,0.000000
2024-04-30,AEIS,BBG001S8L5Z6,0,false,96.480000,95.840000,1.181592,-0.663350,false,0.000000
2024-04-30,AEL,BBG001S5T012,0,false,56.510000,56.130000,0.008848,-0.672447,false,0.000000
2024-04-30,AEO,BBG001S7Q949,6,false,24.750000,24.260000,0.808081,-1.979798,false,0.000000
2024-04-30,AES,BBG001S6B1L5,1,false,17.350000,17.905000,3.400576,3.198847,false,0.000000
2024-04-30,AESI,BBG01JFZ96Y3,0,false,23.230000,22.180000,0.000000,-4.520017,false,0.000000
2024-04-30,AEVA,BBG00RK5L2P1,1,false,3.190000,3.130000,2.507837,-1.880878,false,0.000000
2024-04-30,AFG,BBG001S8JK86,0,false,127.500000,127.755000,0.329412,0.200000,false,0.000000
2024-04-30,AFMD,0001608390,0,false,5.490000,5.350000,0.000000,-2.550091,false,0.000000
2024-04-30,AFRM,BBG00Y7BP8Z0,20,true,32.757700,31.890000,1.533380,-2.648843,false,0.000000
