trading_date,ticker,stable_security_id,shadow,premarket_real_bars_60m,premarket_real_bars_total,prior_close,price_at_freeze,premarket_dollar_volume_usd,average_daily_dollar_volume_usd,market_cap_usd,relative_volume_raw,relative_volume_score,price_slope_15m_raw,price_slope_15m_score,price_slope_30m_raw,price_slope_30m_score,price_slope_60m_raw,price_slope_60m_score,volume_slope_15m_raw,volume_slope_15m_score,volume_slope_30m_raw,volume_slope_30m_score,volume_slope_60m_raw,volume_slope_60m_score,premarket_gap_strength_raw,premarket_gap_strength_score,price_vs_premarket_vwap_raw,price_vs_premarket_vwap_score,premarket_trend_consistency_raw,premarket_trend_consistency_score,price_volume_confirmation_raw,price_volume_confirmation_score,premarket_range_expansion_raw,premarket_range_expansion_score,relative_strength_index_15m_raw,relative_strength_index_15m_score,relative_strength_index_30m_raw,relative_strength_index_30m_score,relative_strength_index_60m_raw,relative_strength_index_60m_score,atr_pct_opportunity_raw,atr_pct_opportunity_score,current_range_pct_opportunity_raw,current_range_pct_opportunity_score,average_daily_dollar_volume_quality_raw,average_daily_dollar_volume_quality_score,premarket_dollar_volume_quality_raw,premarket_dollar_volume_quality_score,total_score,score_pct,alpha12_total_score,alpha12_score_pct,rubric_version,reversal_score_pct,selected,selection_basis,rejection_reasons,liquidity_action,top_10_mover,benchmark_rank,open_0930,day_high,day_low,close,day_mfe_pct,day_mae_pct,close_vs_open_pct,time_of_day_high,high_0930_1000_pct,return_0930_1000_pct,no_regular_session_path,execution_policy_v1.0_exit_reason,execution_policy_v1.0_realized_return_pct,execution_policy_v1.0_capture_ratio,execution_policy_v1.0_stop_distance_pct,execution_policy_atr_v1.0_exit_reason,execution_policy_atr_v1.0_realized_return_pct,execution_policy_atr_v1.0_capture_ratio,execution_policy_atr_v1.0_stop_distance_pct
2024-04-30,AA,BBG00B3T3HF1,true,22,33,37.650000,36.950000,922012.966100,263284471.314500,6719467336.200000,0.445347,0,0.018482,1,-0.012704,0,-0.012065,0,-2.318983,0,-0.680969,0,-4.891664,0,-1.859230,0,-0.416742,0,31.250000,0,0,0,0.516198,0,60.080645,2,41.150442,0,45.581738,0,4.559818,2,2.204515,0,263284471.314500,4,922012.966100,2,11,14.473684,1,2.083333,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,36.760000,36.920000,35.110000,35.120000,0.435256,-4.488575,-4.461371,2024-04-30T09:30:00-04:00,0.435256,-1.332971,false,,0.000000,,,,,,
2024-04-30,AAL,BBG005P7Q907,false,36,58,13.980000,13.850000,1008145.156067,495936657.405000,9136496889.000000,0.170380,0,0.004649,0,0.001701,0,-0.004804,0,-3.468580,0,1.567007,3,-0.443791,0,-0.929900,0,-0.247648,0,21.052632,0,1,1,0.268409,0,60.000000,2,57.132668,2,38.716957,0,4.087983,2,0.929900,0,495936657.405000,4,1008145.156067,3,17,22.368421,4,8.333333,alpha_v1.1_19m,16.666667,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,13.850000,13.930000,13.500000,13.500000,0.577617,-2.527076,-2.527076,2024-04-30T09:45:00-04:00,0.577617,-0.397112,false,,0.000000,,,,,,
2024-04-30,ACB,BBG001SV77D1,false,32,55,6.320000,6.340000,594208.861700,95974865.834000,3002316000.000000,0.506001,0,0.034519,2,-0.006158,0,-0.027431,0,-11.599110,0,-2.031138,0,-2.236973,0,0.316456,0,0.241353,0,38.888889,0,0,0,0.119459,0,50.000000,1,53.838753,1,47.761862,0,13.105561,4,1.898734,0,95974865.834000,4,594208.861700,2,14,18.421053,2,4.166667,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,true,2,6.320000,9.350000,6.175000,9.210000,47.943038,-2.294304,45.727848,2024-04-30T15:55:00-04:00,1.897152,-1.107595,false,,0.000000,,,,,,
2024-04-30,AFRM,BBG00Y7BP8Z0,true,20,38,33.420000,32.860000,1745382.496600,159745766.549250,10083936043.080000,0.673979,0,,,-0.020762,0,-0.021292,0,,,-0.202336,0,1.935675,3,-1.675643,0,-1.639285,0,37.837838,0,0,0,0.661005,0,,,36.111111,0,26.277372,0,5.336839,2,3.470975,1,159745766.549250,4,1745382.496600,3,13,17.105263,3,6.250000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,32.757700,33.260000,31.800000,31.890000,1.533380,-2.923587,-2.648843,2024-04-30T10:20:00-04:00,1.319690,0.037548,false,,0.000000,,,,,,
2024-04-30,AG,BBG001SGV444,false,40,65,6.850000,6.540000,708656.244267,91962379.863000,1965548089.950000,0.659040,0,-0.027797,0,-0.054269,0,-0.026094,0,-13.998379,0,2.485387,4,-0.630995,0,-4.525547,0,-1.065203,0,32.812500,0,0,0,0.579150,0,36.213235,0,33.249581,0,41.292233,0,7.066528,3,3.795620,1,91962379.863000,4,708656.244267,2,14,18.421053,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,6.560000,6.825000,6.480000,6.670000,4.039634,-1.219512,1.676829,2024-04-30T09:49:00-04:00,4.039634,2.743902,false,,0.000000,,,,,,
2024-04-30,AGEN,BBG001SDV370,true,10,15,12.760000,12.700000,142403.910633,10551432.108625,4867882209.960000,0.512993,0,,,,,,,,,,,,,-0.470219,0,-1.105033,0,28.571429,0,0,0,0.208069,0,,,,,,,15.398287,4,3.727273,1,10551432.108625,2,142403.910633,0,7,9.210526,0,0.000000,alpha_v1.1_19m,,false,NOT_SELECTED,LIQUIDITY_BELOW_MINIMUM|INSUFFICIENT_PREMARKET_BARS,REJECT,false,,12.760000,12.760000,11.050000,12.110000,0.000000,-13.401254,-5.094044,2024-04-30T09:30:00-04:00,0.000000,-7.434169,false,,0.000000,,,,,,
2024-04-30,AGNC,BBG001T074G2,false,33,49,9.240000,9.160000,651150.514000,109491324.566000,6201018137.160000,0.610159,0,-0.008827,0,-0.003543,0,-0.007495,0,-1.837889,0,4.297185,4,-0.183523,0,-0.865801,0,-0.456207,0,29.166667,0,0,0,0.616307,0,33.258929,0,41.638796,0,31.751825,0,2.195192,1,1.082251,0,109491324.566000,4,651150.514000,2,11,14.473684,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,9.180000,9.230000,9.130000,9.150000,0.544662,-0.544662,-0.326797,2024-04-30T10:49:00-04:00,0.326797,0.163399,false,,0.000000,,,,,,
2024-04-30,AI,BBG00Y6G6Y84,true,27,42,23.100000,22.850000,1858980.162133,108829093.853500,2768886050.700000,0.922219,0,0.028101,1,-0.010969,0,-0.017406,0,-8.621579,0,0.775265,2,-2.525256,0,-1.082251,0,-0.509866,0,46.341463,0,0,0,0.540102,0,60.869565,2,42.528392,0,45.238572,0,4.474737,2,2.121212,0,108829093.853500,4,1858980.162133,3,14,18.421053,3,6.250000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,22.840000,23.090000,22.480000,22.520000,1.094571,-1.576182,-1.401051,2024-04-30T10:15:00-04:00,0.612960,0.262697,false,,0.000000,,,,,,
2024-04-30,ALT,BBG001SNS461,true,21,42,6.395000,6.400200,266484.236800,23563184.274750,343596130.045000,1.580034,3,,,,,-0.008749,0,,,,,1.625091,3,0.081314,0,-0.074119,0,29.268293,0,0,0,0.648562,0,,,,,48.990939,0,9.360550,3,4.847537,1,23563184.274750,2,266484.236800,1,13,17.105263,6,12.500000,alpha_v1.1_19m,,false,NOT_SELECTED,INSUFFICIENT_PREMARKET_BARS,PASS,false,,6.350000,6.730000,6.310000,6.530000,5.984252,-0.629921,2.834646,2024-04-30T09:37:00-04:00,5.984252,4.094488,false,,0.000000,,,,,,
2024-04-30,AMC,BBG001SZYYL4,false,51,114,3.030000,3.020200,825317.568267,54955647.344000,751307685.960000,0.796495,0,-0.004050,0,0.004491,0,0.007009,0,-16.049047,0,-0.042612,0,1.585368,3,-0.323432,0,-0.141571,0,27.433628,0,1,1,0.168701,0,43.019943,0,45.553539,0,52.419355,1,9.924564,3,1.320132,0,54955647.344000,4,825317.568267,2,14,18.421053,4,8.333333,alpha_v1.1_19m,,false,NOT_SELECTED,BELOW_RESEARCH_THRESHOLD,PASS,false,,3.020000,3.030000,2.920000,2.935000,0.331126,-3.311258,-2.814570,2024-04-30T09:45:00-04:00,0.331126,-0.996689,false,,0.000000,,,,,,
